"","thr","method","basemethod","meas","fullmethod","splitval","NBR","TP","FP","TN","FN","TOT_CALLED","DIFF","NONDIFF","TPR","FDR","satis","method.satis"
"655",0.219,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1465,732,733,6088,5,7558,747,6965,0.979919678714859,0.500341296928328,"no","msqrob2_overallno"
"656",0.219,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",898,728,170,6651,9,7558,747,6965,0.974564926372155,0.189309576837416,"yes","pseudobulk_overallyes"
"657",0.219,"scp","scp","__padj","scp_overall","overall",1128,740,388,6577,7,7712,747,6965,0.990629183400268,0.343971631205674,"no","scp_overallno"
"658",0.22,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1465,732,733,6088,5,7558,747,6965,0.979919678714859,0.500341296928328,"no","msqrob2_overallno"
"659",0.22,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",902,728,174,6647,9,7558,747,6965,0.974564926372155,0.19290465631929,"yes","pseudobulk_overallyes"
"660",0.22,"scp","scp","__padj","scp_overall","overall",1130,740,390,6575,7,7712,747,6965,0.990629183400268,0.345132743362832,"no","scp_overallno"
"661",0.221,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1467,732,735,6086,5,7558,747,6965,0.979919678714859,0.501022494887526,"no","msqrob2_overallno"
"662",0.221,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",903,728,175,6646,9,7558,747,6965,0.974564926372155,0.193798449612403,"yes","pseudobulk_overallyes"
"663",0.221,"scp","scp","__padj","scp_overall","overall",1133,740,393,6572,7,7712,747,6965,0.990629183400268,0.346866725507502,"no","scp_overallno"
"664",0.222,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1471,732,739,6082,5,7558,747,6965,0.979919678714859,0.50237933378654,"no","msqrob2_overallno"
"665",0.222,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",903,728,175,6646,9,7558,747,6965,0.974564926372155,0.193798449612403,"yes","pseudobulk_overallyes"
"666",0.222,"scp","scp","__padj","scp_overall","overall",1135,740,395,6570,7,7712,747,6965,0.990629183400268,0.348017621145374,"no","scp_overallno"
"667",0.223,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1472,732,740,6081,5,7558,747,6965,0.979919678714859,0.502717391304348,"no","msqrob2_overallno"
"668",0.223,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",906,728,178,6643,9,7558,747,6965,0.974564926372155,0.196467991169978,"yes","pseudobulk_overallyes"
"669",0.223,"scp","scp","__padj","scp_overall","overall",1135,740,395,6570,7,7712,747,6965,0.990629183400268,0.348017621145374,"no","scp_overallno"
"670",0.224,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1486,732,754,6067,5,7558,747,6965,0.979919678714859,0.507402422611036,"no","msqrob2_overallno"
"671",0.224,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",908,728,180,6641,9,7558,747,6965,0.974564926372155,0.198237885462555,"yes","pseudobulk_overallyes"
"672",0.224,"scp","scp","__padj","scp_overall","overall",1140,740,400,6565,7,7712,747,6965,0.990629183400268,0.350877192982456,"no","scp_overallno"
"673",0.225,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1490,732,758,6063,5,7558,747,6965,0.979919678714859,0.508724832214765,"no","msqrob2_overallno"
"674",0.225,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",908,728,180,6641,9,7558,747,6965,0.974564926372155,0.198237885462555,"yes","pseudobulk_overallyes"
"675",0.225,"scp","scp","__padj","scp_overall","overall",1142,740,402,6563,7,7712,747,6965,0.990629183400268,0.352014010507881,"no","scp_overallno"
"676",0.226,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1496,732,764,6057,5,7558,747,6965,0.979919678714859,0.510695187165775,"no","msqrob2_overallno"
"677",0.226,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",908,728,180,6641,9,7558,747,6965,0.974564926372155,0.198237885462555,"yes","pseudobulk_overallyes"
"678",0.226,"scp","scp","__padj","scp_overall","overall",1146,740,406,6559,7,7712,747,6965,0.990629183400268,0.354275741710297,"no","scp_overallno"
"679",0.227,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1498,732,766,6055,5,7558,747,6965,0.979919678714859,0.511348464619493,"no","msqrob2_overallno"
"680",0.227,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",908,728,180,6641,9,7558,747,6965,0.974564926372155,0.198237885462555,"yes","pseudobulk_overallyes"
"681",0.227,"scp","scp","__padj","scp_overall","overall",1146,740,406,6559,7,7712,747,6965,0.990629183400268,0.354275741710297,"no","scp_overallno"
"682",0.228,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1502,732,770,6051,5,7558,747,6965,0.979919678714859,0.512649800266312,"no","msqrob2_overallno"
"683",0.228,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",909,728,181,6640,9,7558,747,6965,0.974564926372155,0.199119911991199,"yes","pseudobulk_overallyes"
"684",0.228,"scp","scp","__padj","scp_overall","overall",1146,740,406,6559,7,7712,747,6965,0.990629183400268,0.354275741710297,"no","scp_overallno"
"685",0.229,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1504,732,772,6049,5,7558,747,6965,0.979919678714859,0.513297872340426,"no","msqrob2_overallno"
"686",0.229,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",912,728,184,6637,9,7558,747,6965,0.974564926372155,0.201754385964912,"yes","pseudobulk_overallyes"
"687",0.229,"scp","scp","__padj","scp_overall","overall",1149,740,409,6556,7,7712,747,6965,0.990629183400268,0.355961705831158,"no","scp_overallno"
"688",0.23,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1507,732,775,6046,5,7558,747,6965,0.979919678714859,0.514266755142668,"no","msqrob2_overallno"
"689",0.23,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",914,728,186,6635,9,7558,747,6965,0.974564926372155,0.203501094091904,"yes","pseudobulk_overallyes"
"690",0.23,"scp","scp","__padj","scp_overall","overall",1149,740,409,6556,7,7712,747,6965,0.990629183400268,0.355961705831158,"no","scp_overallno"
"691",0.231,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1513,732,781,6040,5,7558,747,6965,0.979919678714859,0.516192994051553,"no","msqrob2_overallno"
"692",0.231,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",914,728,186,6635,9,7558,747,6965,0.974564926372155,0.203501094091904,"yes","pseudobulk_overallyes"
"693",0.231,"scp","scp","__padj","scp_overall","overall",1153,740,413,6552,7,7712,747,6965,0.990629183400268,0.358196010407632,"no","scp_overallno"
"694",0.232,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1515,732,783,6038,5,7558,747,6965,0.979919678714859,0.516831683168317,"no","msqrob2_overallno"
"695",0.232,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",917,728,189,6632,9,7558,747,6965,0.974564926372155,0.206106870229008,"yes","pseudobulk_overallyes"
"696",0.232,"scp","scp","__padj","scp_overall","overall",1159,740,419,6546,7,7712,747,6965,0.990629183400268,0.361518550474547,"no","scp_overallno"
"697",0.233,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1518,732,786,6035,5,7558,747,6965,0.979919678714859,0.517786561264822,"no","msqrob2_overallno"
"698",0.233,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",917,728,189,6632,9,7558,747,6965,0.974564926372155,0.206106870229008,"yes","pseudobulk_overallyes"
"699",0.233,"scp","scp","__padj","scp_overall","overall",1160,740,420,6545,7,7712,747,6965,0.990629183400268,0.362068965517241,"no","scp_overallno"
"700",0.234,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1521,732,789,6032,5,7558,747,6965,0.979919678714859,0.518737672583826,"no","msqrob2_overallno"
"701",0.234,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",917,728,189,6632,9,7558,747,6965,0.974564926372155,0.206106870229008,"yes","pseudobulk_overallyes"
"702",0.234,"scp","scp","__padj","scp_overall","overall",1161,740,421,6544,7,7712,747,6965,0.990629183400268,0.362618432385874,"no","scp_overallno"
"703",0.235,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1523,732,791,6030,5,7558,747,6965,0.979919678714859,0.519369665134603,"no","msqrob2_overallno"
"704",0.235,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",918,728,190,6631,9,7558,747,6965,0.974564926372155,0.206971677559913,"yes","pseudobulk_overallyes"
"705",0.235,"scp","scp","__padj","scp_overall","overall",1163,740,423,6542,7,7712,747,6965,0.990629183400268,0.363714531384351,"no","scp_overallno"
"706",0.236,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1526,732,794,6027,5,7558,747,6965,0.979919678714859,0.520314547837484,"no","msqrob2_overallno"
"707",0.236,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",921,728,193,6628,9,7558,747,6965,0.974564926372155,0.209554831704669,"yes","pseudobulk_overallyes"
"708",0.236,"scp","scp","__padj","scp_overall","overall",1165,740,425,6540,7,7712,747,6965,0.990629183400268,0.36480686695279,"no","scp_overallno"
"709",0.237,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1533,732,801,6020,5,7558,747,6965,0.979919678714859,0.522504892367906,"no","msqrob2_overallno"
"710",0.237,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",922,728,194,6627,9,7558,747,6965,0.974564926372155,0.210412147505423,"yes","pseudobulk_overallyes"
"711",0.237,"scp","scp","__padj","scp_overall","overall",1167,740,427,6538,7,7712,747,6965,0.990629183400268,0.365895458440446,"no","scp_overallno"
"712",0.238,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1534,732,802,6019,5,7558,747,6965,0.979919678714859,0.522816166883963,"no","msqrob2_overallno"
"713",0.238,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",923,728,195,6626,9,7558,747,6965,0.974564926372155,0.211267605633803,"yes","pseudobulk_overallyes"
"714",0.238,"scp","scp","__padj","scp_overall","overall",1168,740,428,6537,7,7712,747,6965,0.990629183400268,0.366438356164384,"no","scp_overallno"
"715",0.239,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1535,732,803,6018,5,7558,747,6965,0.979919678714859,0.523127035830619,"no","msqrob2_overallno"
"716",0.239,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",925,728,197,6624,9,7558,747,6965,0.974564926372155,0.212972972972973,"yes","pseudobulk_overallyes"
"717",0.239,"scp","scp","__padj","scp_overall","overall",1169,740,429,6536,7,7712,747,6965,0.990629183400268,0.366980325064157,"no","scp_overallno"
"718",0.24,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1536,732,804,6017,5,7558,747,6965,0.979919678714859,0.5234375,"no","msqrob2_overallno"
"719",0.24,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",926,728,198,6623,9,7558,747,6965,0.974564926372155,0.213822894168467,"yes","pseudobulk_overallyes"
"720",0.24,"scp","scp","__padj","scp_overall","overall",1170,740,430,6535,7,7712,747,6965,0.990629183400268,0.367521367521368,"no","scp_overallno"
"721",0.241,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1543,732,811,6010,5,7558,747,6965,0.979919678714859,0.525599481529488,"no","msqrob2_overallno"
"722",0.241,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",927,728,199,6622,9,7558,747,6965,0.974564926372155,0.214670981661273,"yes","pseudobulk_overallyes"
"723",0.241,"scp","scp","__padj","scp_overall","overall",1172,740,432,6533,7,7712,747,6965,0.990629183400268,0.368600682593857,"no","scp_overallno"
"724",0.242,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1546,732,814,6007,5,7558,747,6965,0.979919678714859,0.526520051746442,"no","msqrob2_overallno"
"725",0.242,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",929,728,201,6620,9,7558,747,6965,0.974564926372155,0.216361679224973,"yes","pseudobulk_overallyes"
"726",0.242,"scp","scp","__padj","scp_overall","overall",1174,740,434,6531,7,7712,747,6965,0.990629183400268,0.369676320272572,"no","scp_overallno"
"727",0.243,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1549,732,817,6004,5,7558,747,6965,0.979919678714859,0.527437056165268,"no","msqrob2_overallno"
"728",0.243,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",929,728,201,6620,9,7558,747,6965,0.974564926372155,0.216361679224973,"yes","pseudobulk_overallyes"
"729",0.243,"scp","scp","__padj","scp_overall","overall",1176,740,436,6529,7,7712,747,6965,0.990629183400268,0.370748299319728,"no","scp_overallno"
"730",0.244,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1551,732,819,6002,5,7558,747,6965,0.979919678714859,0.528046421663443,"no","msqrob2_overallno"
"731",0.244,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",930,728,202,6619,9,7558,747,6965,0.974564926372155,0.217204301075269,"yes","pseudobulk_overallyes"
"732",0.244,"scp","scp","__padj","scp_overall","overall",1176,740,436,6529,7,7712,747,6965,0.990629183400268,0.370748299319728,"no","scp_overallno"
"733",0.245,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1556,732,824,5997,5,7558,747,6965,0.979919678714859,0.529562982005141,"no","msqrob2_overallno"
"734",0.245,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",931,728,203,6618,9,7558,747,6965,0.974564926372155,0.218045112781955,"yes","pseudobulk_overallyes"
"735",0.245,"scp","scp","__padj","scp_overall","overall",1177,740,437,6528,7,7712,747,6965,0.990629183400268,0.371282922684792,"no","scp_overallno"
"736",0.246,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1562,732,830,5991,5,7558,747,6965,0.979919678714859,0.531370038412292,"no","msqrob2_overallno"
"737",0.246,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",931,728,203,6618,9,7558,747,6965,0.974564926372155,0.218045112781955,"yes","pseudobulk_overallyes"
"738",0.246,"scp","scp","__padj","scp_overall","overall",1178,740,438,6527,7,7712,747,6965,0.990629183400268,0.371816638370119,"no","scp_overallno"
"739",0.247,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1568,732,836,5985,5,7558,747,6965,0.979919678714859,0.533163265306122,"no","msqrob2_overallno"
"740",0.247,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",931,728,203,6618,9,7558,747,6965,0.974564926372155,0.218045112781955,"yes","pseudobulk_overallyes"
"741",0.247,"scp","scp","__padj","scp_overall","overall",1178,740,438,6527,7,7712,747,6965,0.990629183400268,0.371816638370119,"no","scp_overallno"
"742",0.248,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1572,732,840,5981,5,7558,747,6965,0.979919678714859,0.534351145038168,"no","msqrob2_overallno"
"743",0.248,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",931,728,203,6618,9,7558,747,6965,0.974564926372155,0.218045112781955,"yes","pseudobulk_overallyes"
"744",0.248,"scp","scp","__padj","scp_overall","overall",1182,740,442,6523,7,7712,747,6965,0.990629183400268,0.373942470389171,"no","scp_overallno"
"745",0.249,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1573,732,841,5980,5,7558,747,6965,0.979919678714859,0.534647171010807,"no","msqrob2_overallno"
"746",0.249,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",932,728,204,6617,9,7558,747,6965,0.974564926372155,0.218884120171674,"yes","pseudobulk_overallyes"
"747",0.249,"scp","scp","__padj","scp_overall","overall",1189,740,449,6516,7,7712,747,6965,0.990629183400268,0.377628259041211,"no","scp_overallno"
"748",0.25,"msqrob2","msqrob2","__padj","msqrob2_overall","overall",1578,732,846,5975,5,7558,747,6965,0.979919678714859,0.536121673003802,"no","msqrob2_overallno"
"749",0.25,"pseudobulk","pseudobulk","__padj","pseudobulk_overall","overall",933,728,205,6616,9,7558,747,6965,0.974564926372155,0.219721329046088,"yes","pseudobulk_overallyes"
"750",0.25,"scp","scp","__padj","scp_overall","overall",1191,740,451,6514,7,7712,747,6965,0.990629183400268,0.378673383711167,"no","scp_overallno"
